title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
Adjuvant Hormone Therapy May Improve Survival in Epithelial Ovarian Cancer: Results of the AHT Randomized Trial,2015-12-10,hormone-replacement therapy (HRT),False,[],0,Hungary,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Atomic Energy Agency Randomized Phase III Study of Radiation Therapy in Elderly and/or Frail Patients With Newly Diagnosed Glioblastoma Multiforme,2015-12-10,,False,[],0,Austria,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Utility of Metrics Based on Tumor Measurements in Phase II Trials to Predict Overall Survival Outcomes in Phase III Trials by Using Resampling Methods,2015-12-01,,False,[],0,Belgium,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermittent High-Dose Intravenous Interferon Alfa-2b for Adjuvant Treatment of Stage III Melanoma: Final Analysis of a Randomized Phase III Dermatologic Cooperative Oncology Group Trial,2015-12-01,interferon alfa-2b,True,"['Merck', 'Merck Serono', 'Merck Sharp & Dohme']",0,Switzerland,21,13,0,8,0,9,1,1,0,0,1,0,0,0,1,1
Phase II Pilot Study of Vemurafenib in Patients With Metastatic BRAF-Mutated Colorectal Cancer,2015-12-01,vemurafenib,True,"['Roche', 'Roche/Genentech']",0,Australia,17,4,0,2,0,1,1,1,0,0,1,1,0,0,0,0
Combined BRAF and MEK Inhibition With Dabrafenib and Trametinib in BRAF V600â€“Mutant Colorectal Cancer,2015-12-01,dabrafenib,True,['GlaxoSmithKline'],0,USA,20,16,7,2,1,1,1,1,0,0,0,1,0,0,1,0
"Safety and Antitumor Activity of Antiâ€“PD-1 Antibody, Nivolumab, in Patients With Platinum-Resistant Ovarian Cancer",2015-12-01,nivolumab,True,['Bristol-Myers Squibb'],0,Japan,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Randomized, Double-Blind, Phase II Study of Ruxolitinib or Placebo in Combination With Capecitabine in Patients With Metastatic Pancreatic Cancer for Whom Therapy With Gemcitabine Has Failed",2015-12-01,ruxolitinib,True,['Incyte Corporation'],0,USA,17,17,6,1,0,0,1,1,0,1,1,0,0,0,0,0
Double-Blind Phase III Randomized Trial of the Antiprogestin Agent Mifepristone in the Treatment of Unresectable Meningioma: SWOG S9005,2015-12-01,mifepristone,False,[],0,USA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of Granulocyte-Macrophage Colony-Stimulating Factor on Prevention and Treatment of Invasive Fungal Disease in Recipients of Allogeneic Stem-Cell Transplantation: A Prospective Multicenter Randomized Phase IV Trial,2015-12-01,GM-CSF,False,[],0,China,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized, Placebo-Controlled, Phase III Trial of Yeast-Derived Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF) Versus Peptide Vaccination Versus GM-CSF Plus Peptide Vaccination Versus Placebo in Patients With No Evidence of Disease After Complete Surgical Resection of Locally Advanced and/or Stage IV Melanoma: A Trial of the Eastern Cooperative Oncology GroupÃ¢â‚¬â€œAmerican College of Radiology Imaging Network Cancer Research Group (E4697)",2015-12-01,granulocyte-macrophage colony-stimulating factor (GM-CSF),True,['Amgen'],0,USA,11,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0
"Adjuvant Erlotinib Versus Placebo in Patients With Stage IB-IIIA NonÃ¢â‚¬â€œSmall-Cell Lung Cancer (RADIANT): A Randomized, Double-Blind, Phase III Trial",2015-12-01,erlotinib,False,[],0,Canada,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computerized Cognitive Training for Amelioration of Cognitive Late Effects Among Childhood Cancer Survivors: A Randomized Controlled Trial,2015-11-20,computerized cognitive training program,False,[],0,USA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized Multicenter Phase II Study of Modified Docetaxel, Cisplatin, and Fluorouracil (DCF) Versus DCF Plus Growth Factor Support in Patients With Metastatic Gastric Adenocarcinoma: A Study of the US Gastric Cancer Consortium",2015-11-20,docetaxel,True,['sanofi-aventis'],0,USA,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Surgical Excision Without Radiation for Ductal Carcinoma in Situ of the Breast: 12-Year Results From the ECOG-ACRIN E5194 Study,2015-11-20,tamoxifen,False,[],0,USA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized, Double-Blind Phase II Trial With Prospective Classification by ATM Protein Level to Evaluate the Efficacy and Tolerability of Olaparib Plus Paclitaxel in Patients With Recurrent or Metastatic Gastric Cancer",2015-11-20,olaparib,True,['AstraZeneca'],0,China,16,11,5,1,0,1,1,0,0,0,1,0,0,0,1,0
"Mutational Spectrum, Copy Number Changes, and Outcome: Results of a Sequencing Study of Patients With Newly Diagnosed Myeloma",2015-11-20,,False,[],0,France,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community-Based Phase IIIB Trial of Three UPFRONT Bortezomib-Based Myeloma Regimens,2015-11-20,bortezomib,True,"['Takeda Pharmaceuticals', 'a wholly owned subsidiary of Takeda Pharmaceutical', 'Takeda Pharmaceutical']",0,USA,15,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0
High Doses of Antimetabolites Followed by High-Dose Sequential Chemoimmunotherapy and Autologous Stem-Cell Transplantation in Patients With Systemic B-Cell Lymphoma and Secondary CNS Involvement: Final Results of a Multicenter Phase II Trial,2015-11-20,rituximab,False,[],0,Italy,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epirubicin Plus Cyclophosphamide Followed by Docetaxel Versus Epirubicin Plus Docetaxel Followed by Capecitabine As Adjuvant Therapy for Node-Positive Early Breast Cancer: Results From the GEICAM/2003-10 Study,2015-11-10,capecitabine,True,"['Roche', 'Roche (I)']",0,Spain,30,7,0,4,2,3,1,0,0,0,1,0,0,0,0,0
Fulvestrant 500 mg Versus Anastrozole 1 mg for the First-Line Treatment of Advanced Breast Cancer: Overall Survival Analysis From the Phase II FIRST Study,2015-11-10,fulvestrant,True,['AstraZeneca'],0,Poland,8,6,2,3,0,2,1,1,0,0,1,1,0,0,0,1
Capecitabine Plus Oxaliplatin Compared With Fluorouracil/Folinic Acid As Adjuvant Therapy for Stage III Colon Cancer: Final Results of the NO16968 Randomized Controlled Phase III Trial,2015-11-10,capecitabine,True,"['Roche', 'Hoffmann-La Roche (non-voting stock)']",0,USA,10,8,1,3,1,3,0,0,0,0,0,0,0,0,0,0
"Bevacizumab Combined With Weekly Paclitaxel, Pegylated Liposomal Doxorubicin, or Topotecan in Platinum-Resistant Recurrent Ovarian Cancer: Analysis by Chemotherapy Cohort of the Randomized Phase III AURELIA Trial",2015-11-10,,False,[],1,Spain,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impact of Subsequent Therapies on Outcome of the FIRE-3/AIO KRK0306 Trial: First-Line Therapy With FOLFIRI Plus Cetuximab or Bevacizumab in Patients With KRAS Wild-Type Tumors in Metastatic Colorectal Cancer,2015-11-10,cetuximab,True,"['Eli Lilly/ImClone', 'Eli Lilly']",0,Austria,19,3,0,2,0,3,0,1,0,0,0,1,0,0,0,1
Results of a Phase II Trial of Brentuximab Vedotin for CD30+ Cutaneous T-Cell Lymphoma and Lymphomatoid Papulosis,2015-11-10,brentuximab vedotin,True,"['Seattle Genetics', 'Seattle Genetics (I)']",0,USA,6,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0
Phase II Investigator-Initiated Study of Brentuximab Vedotin in Mycosis Fungoides and SÃ©zary Syndrome With Variable CD30 Expression Level: A Multi-Institution Collaborative Project,2015-11-10,brentuximab vedotin,True,['Seattle Genetics'],0,USA,17,3,0,2,0,0,1,1,0,0,1,1,0,0,0,0
Feasibility of Preoperative Chemotherapy With or Without Radiation Therapy in Localized Soft Tissue Sarcomas of Limbs and Superficial Trunk in the Italian Sarcoma Group/Grupo EspaÃ±ol de InvestigaciÃ³n en Sarcomas Randomized Clinical Trial: Three Versus Five Cycles of Full-Dose Epirubicin Plus Ifosfamide,2015-11-01,epirubicin,False,[],0,Spain,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impact of an Automatically Generated Cancer Survivorship Care Plan on Patient-Reported Outcomes in Routine Clinical Practice: Longitudinal Outcomes of a Pragmatic, Cluster Randomized Trial",2015-11-01,,False,[],0,the Netherlands,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Trial of Lenalidomide Alone Versus Lenalidomide Plus Rituximab in Patients With Recurrent Follicular Lymphoma: CALGB 50401 (Alliance),2015-11-01,lenalidomide,True,['Celgene'],0,USA,9,5,0,3,0,0,1,1,0,0,1,1,0,0,0,0
Electronic Trigger-Based Intervention to Reduce Delays in Diagnostic Evaluation for Cancer: A Cluster Randomized Controlled Trial,2015-11-01,,True,[],0,USA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coffee Intake, Recurrence, and Mortality in Stage III Colon Cancer: Results From CALGB 89803 (Alliance)",2015-11-01,,False,[],0,USA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obesity, Aspirin, and Risk of Colorectal Cancer in Carriers of Hereditary Colorectal Cancer: A Prospective Investigation in the CAPP2 Study",2015-11-01,aspirin,False,[],0,the Netherlands,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase II Trial of Ridaforolimus in Advanced Endometrial Carcinoma,2015-11-01,ridaforolimus,True,['ARIAD Pharmaceuticals'],0,USA,11,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Electroacupuncture Versus Gabapentin for Hot Flashes Among Breast Cancer Survivors: A Randomized Placebo-Controlled Trial,2015-11-01,gabapentin,False,[],0,USA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I Dose-Escalation Study of JNJ-42756493, an Oral Panâ€“Fibroblast Growth Factor Receptor Inhibitor, in Patients With Advanced Solid Tumors",2015-10-20,erdafitinib,True,"['Janssen Pharmaceutical Companies of Johnson & Johnson', 'Janssen']",0,Belgium,19,10,6,4,0,1,0,1,0,0,0,1,0,0,0,1
"Trebananib (AMG 386) in Combination With Sunitinib in Patients With Metastatic Renal Cell Cancer: An Open-Label, Multicenter, Phase II Study",2015-10-20,trebananib,True,['Amgen'],0,USA,12,7,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Continuous Therapy Versus Fixed Duration of Therapy in Patients With Newly Diagnosed Multiple Myeloma,2015-10-20,,False,[],0,Greece,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase II Trial Comparing Obinutuzumab (GA101) With Rituximab in Patients With Relapsed CD20+ Indolent B-Cell Non-Hodgkin Lymphoma: Final Analysis of the GAUSS Study,2015-10-20,obinutuzumab,True,"['Genentech/Roche', 'Genentech', 'F. Hoffmann-LaRoche', 'Roche/Genentech', 'Roche']",0,USA,20,11,3,2,0,3,1,1,0,0,1,0,0,0,1,0
Clinical Course of Oxaliplatin-Induced Neuropathy: Results From the Randomized Phase III Trial N08CB (Alliance),2015-10-20,oxaliplatin,True,['Sanofi'],0,USA,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Practical Solution for Dyspareunia in Breast Cancer Survivors: A Randomized Controlled Trial,2015-10-20,lidocaine,False,[],0,USA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I Study of Single-Agent AZD1775 (MK-1775), a Wee1 Kinase Inhibitor, in Patients With Refractory Solid Tumors",2015-10-20,AZD1775,True,['Merck'],0,USA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axillary Ultrasound After Neoadjuvant Chemotherapy and Its Impact on Sentinel Lymph Node Surgery: Results From the American College of Surgeons Oncology Group Z1071 Trial (Alliance),2015-10-20,,False,[],0,USA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Results of the Exercise and Nutrition to Enhance Recovery and Good Health for You (ENERGY) Trial: A Behavioral Weight Loss Intervention in Overweight or Obese Breast Cancer Survivors,2015-10-01,,False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of Music Therapy on Anesthesia Requirements and Anxiety in Women Undergoing Ambulatory Breast Surgery for Cancer Diagnosis and Treatment: A Randomized Controlled Trial,2015-10-01,,False,[],0,USA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase III Trial to Compare Adjuvant Chemotherapy With Capecitabine and Cisplatin Versus Concurrent Chemoradiotherapy in Gastric Cancer: Final Report of the Adjuvant Chemoradiotherapy in Stomach Tumors Trial, Including Survival and Subset Analyses",2015-10-01,capecitabine,False,[],0,South Korea,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality of Life and Cost-Effectiveness Assessment of Radioiodine Ablation Strategies in Patients With Thyroid Cancer: Results From the Randomized Phase III ESTIMABL Trial,2015-09-10,recombinant human TSH,True,['Genzyme'],0,France,21,6,0,2,0,4,0,1,0,0,0,1,0,0,0,1
Paclitaxel Given Once Per Week With or Without Bevacizumab in Patients With Advanced Angiosarcoma: A Randomized Phase II Trial,2015-09-01,bevacizumab,True,['Genentech'],0,France,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relative Effectiveness of Letrozole Compared With Tamoxifen for Patients With Lobular Carcinoma in the BIG 1-98 Trial,2015-09-01,letrozole,True,"['Novartis', 'Novartis (I)']",0,Australia,15,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Talimogene Laherparepvec Improves Durable Response Rate in Patients With Advanced Melanoma,2015-09-01,talimogene laherparepvec,True,"['Amgen (Consultant)', 'Amgen']",0,USA,29,21,6,10,2,5,1,1,0,1,1,1,0,0,1,0
BREATH: Web-Based Self-Management for Psychological Adjustment After Primary Breast CancerÃ¢â‚¬â€Results of a Multicenter Randomized Controlled Trial,2015-09-01,,False,[],0,the Netherlands,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Study of Lapatinib in Combination With Trastuzumab in Patients With Human Epidermal Growth Factor Receptor 2â€“Positive Metastatic Breast Cancer: Clinical Outcomes and Predictive Value of Early [18F]Fluorodeoxyglucose Positron Emission Tomography Imaging (TBCRC 003),2015-08-20,trastuzumab,True,"['Genentech/Roche', 'Genentech']",0,USA,18,6,0,2,0,0,1,0,0,0,1,0,0,0,0,0
Vismodegib Exerts Targeted Efficacy Against Recurrent Sonic Hedgehogâ€“Subgroup Medulloblastoma: Results From Phase II Pediatric Brain Tumor Consortium Studies PBTC-025B and PBTC-032,2015-08-20,vismodegib,True,['Genentech'],0,USA,23,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Phase III Multinational, Randomized, Double-Blind, Placebo-Controlled Study of Tivantinib (ARQ 197) Plus Erlotinib Versus Erlotinib Alone in Previously Treated Patients With Locally Advanced or Metastatic Nonsquamous Nonâ€“Small-Cell Lung Cancer",2015-08-20,tivantinib,True,['ArQule'],0,USA,19,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Multinational Randomized Phase III Trial With or Without Consolidation Chemotherapy Using Docetaxel and Cisplatin After Concurrent Chemoradiation in Inoperable Stage III Nonâ€“Small-Cell Lung Cancer: KCSG-LU05-04,2015-08-20,docetaxel,True,['Sanofi'],0,China,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phase I Imaging and Pharmacodynamic Trial of CS-1008 in Patients With Metastatic Colorectal Cancer,2015-08-20,tigatuzumab,True,['Daiichi Sankyo'],0,USA,22,10,8,0,0,0,1,1,1,0,0,0,0,0,0,0
Late Mortality After Dexrazoxane Treatment: A Report From the Children's Oncology Group,2015-08-20,dexrazoxane,True,['Clinigen Group'],0,USA,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SWOG S0809: A Phase II Intergroup Trial of Adjuvant Capecitabine and Gemcitabine Followed by Radiotherapy and Concurrent Capecitabine in Extrahepatic Cholangiocarcinoma and Gallbladder Carcinoma,2015-08-20,gemcitabine,False,[],0,USA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belinostat in Patients With Relapsed or Refractory Peripheral T-Cell Lymphoma: Results of the Pivotal Phase II BELIEF (CLN-19) Study,2015-08-10,belinostat,True,['Spectrum Pharmaceuticals'],0,USA,17,8,3,4,0,1,1,1,0,0,1,1,0,0,0,0
Pemetrexed Plus Cisplatin Versus Gemcitabine Plus Cisplatin According to Thymidylate Synthase Expression in Nonsquamous Nonâ€“Small-Cell Lung Cancer: A Biomarker-Stratified Randomized Phase II Trial,2015-08-01,pemetrexed,True,['Eli Lilly'],0,USA,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mapisal Versus Urea Cream as Prophylaxis for Capecitabine-Associated Hand-Foot Syndrome: A Randomized Phase III Trial of the AIO Quality of Life Working Group,2015-08-01,capecitabine,True,['Roche'],0,Germany,12,2,0,1,0,2,1,0,0,0,1,0,0,0,1,0
Impact of Bleomycin and Vincristine Dose Reductions in Patients With Advanced Hodgkin Lymphoma Treated With BEACOPP: An Analysis of the German Hodgkin Study Group HD12 and HD15 Trials,2015-08-01,bleomycin,False,[],0,Germany,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Trial Assessing the Ability of Neoadjuvant Chemotherapy With or Without Second-Look Surgery to Eliminate Measurable Disease for Nongerminomatous Germ Cell Tumors: A Children's Oncology Group Study,2015-08-01,carboplatin,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Intergroup Trial of Alisertib in Relapsed and Refractory Peripheral T-Cell Lymphoma and Transformed Mycosis Fungoides: SWOG 1108,2015-07-20,alisertib,True,['Millennium'],0,USA,16,5,0,3,0,1,1,1,0,0,1,0,0,0,0,0
"BEST: A Randomized Phase II Study of Vascular Endothelial Growth Factor, RAF Kinase, and Mammalian Target of Rapamycin Combination Targeted Therapy With Bevacizumab, Sorafenib, and Temsirolimus in Advanced Renal Cell Carcinomaâ€”A Trial of the ECOGâ€“ACRIN Cancer Research Group (E2804)",2015-07-20,bevacizumab,True,"['Genentech/Roche', 'Genentech']",0,USA,9,5,0,4,1,0,1,0,0,0,1,0,0,0,0,0
Long-Term Follow-Up of the E1199 Phase III Trial Evaluating the Role of Taxane and Schedule in Operable Breast Cancer,2015-07-20,paclitaxel,False,[],0,USA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase III Trial of Paclitaxel Once Per Week Compared With Nanoparticle Albumin-Bound Nab-Paclitaxel Once Per Week or Ixabepilone With Bevacizumab As First-Line Chemotherapy for Locally Recurrent or Metastatic Breast Cancer: CALGB 40502/NCCTG N063H (Alliance),2015-07-20,nab-paclitaxel,True,['Celgene'],0,USA,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Methotrexate, Doxorubicin, and Cisplatin (MAP) Plus Maintenance Pegylated Interferon Alfa-2b Versus MAP Alone in Patients With Resectable High-Grade Osteosarcoma and Good Histologic Response to Preoperative MAP: First Results of the EURAMOS-1 Good Response Randomized Controlled Trial",2015-07-10,pegylated interferon alfa-2b,True,"['Merck', 'Merck Sharp & Dohme']",0,Belgium,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Significant Reduction of Late Toxicities in Patients With Extremity Sarcoma Treated With Image-Guided Radiation Therapy to a Reduced Target Volume: Results of Radiation Therapy Oncology Group RTOG-0630 Trial,2015-07-10,image-guided radiation therapy (IGRT),False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Health-Related Quality of Life in a Randomized Phase III Study of Bevacizumab, Temozolomide, and Radiotherapy in Newly Diagnosed Glioblastoma",2015-07-01,bevacizumab,True,"['Genentech/Roche', 'F. Hofmann-La Roche', 'F. Hoffmann-La Roche/Genentech', 'F. Hoffmann-La Roche', 'F. Hoffmann-La Roche (I)', 'Roche']",0,France,12,12,3,8,1,3,1,1,0,0,1,1,0,1,0,1
Impact of Radiotherapy When Added to Androgen-Deprivation Therapy for Locally Advanced Prostate Cancer: Long-Term Quality-of-Life Outcomes From the NCIC CTG PR3/MRC PR07 Randomized Trial,2015-07-01,androgen-deprivation therapy (ADT),False,[],0,United Kingdom,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEYOND: A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Phase III Study of First-Line Carboplatin/Paclitaxel Plus Bevacizumab or Placebo in Chinese Patients With Advanced or Recurrent Nonsquamous Nonâ€“Small-Cell Lung Cancer",2015-07-01,bevacizumab,True,"['F. Hoffmann-La Roche', 'Roche (China) Holding']",0,China,19,6,2,0,0,4,1,1,0,1,0,0,0,0,1,0
Weight Lifting and Physical Function Among Survivors of Breast Cancer: A Post Hoc Analysis of a Randomized Controlled Trial,2015-07-01,,True,[],0,USA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paclitaxel Plus Carboplatin Versus Paclitaxel Plus Cisplatin in Metastatic or Recurrent Cervical Cancer: The Open-Label Randomized Phase III Trial JCOG0505,2015-07-01,cisplatin,False,[],0,Japan,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Report of the Intergroup Randomized Study of Combined Androgen-Deprivation Therapy Plus Radiotherapy Versus Androgen-Deprivation Therapy Alone in Locally Advanced Prostate Cancer,2015-07-01,,False,[],0,USA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficacy of Prophylactic Lowâ€“Molecular Weight Heparin for Ambulatory Patients With Advanced Pancreatic Cancer: Outcomes From the CONKO-004 Trial,2015-06-20,enoxaparin,False,[],0,Germany,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification of a Low-Risk Luminal A Breast Cancer Cohort That May Not Benefit From Breast Radiotherapy,2015-06-20,tamoxifen,False,['NanoString Technologies'],0,Canada,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall Survival and Long-Term Safety of Nivolumab (Antiâ€“Programmed Death 1 Antibody, BMS-936558, ONO-4538) in Patients With Previously Treated Advanced Nonâ€“Small-Cell Lung Cancer",2015-06-20,nivolumab,True,"['Bristol-Myers Squibb', 'Bristol-Myers Squibb (I)', 'Bristol-Myers Squibb (former)', 'Bristol-Myers Squibb/Medarex']",0,USA,29,21,7,9,1,3,1,1,0,0,1,1,0,0,1,0
"Survival, Durable Response, and Long-Term Safety in Patients With Previously Treated Advanced Renal Cell Carcinoma Receiving Nivolumab",2015-06-20,nivolumab,True,"['Bristol-Myers Squibb', 'Bristol-Myers Squibb (I)', 'Bristol-Myer Squibb', 'Bristol-Myers Squibb/Medarex']",0,USA,21,20,5,6,1,2,1,1,0,0,1,0,0,0,0,1
